,camper_id,session_id,zipcode,county_id,county,state,state_long_name,cases_per_100k_county,date_county,positive_of_total_state,increase_per_100k_state,date_state
96,8564548,session_3,70118,22071,Orleans,LA,Louisiana,291.17,2020-10-30,6.753662067590535,0.0,2020-10-31
97,8747957,session_4,29209,45079,Richland,SC,South Carolina,339.02,2020-10-30,9.8006159651508,19.77,2020-10-31
98,8758480,session_2_and_rock_climbing_1-_base_camp_expedition,29464,45019,Charleston,SC,South Carolina,336.26,2020-10-30,9.8006159651508,19.77,2020-10-31
99,8792358,blue_ridge_1,28411,37129,New Hanover,NC,North Carolina,50.95,2020-10-30,6.772489147149948,26.74,2020-10-31
100,8911161,session_4,28078,37119,Mecklenburg,NC,North Carolina,326.02,2020-10-30,6.772489147149948,26.74,2020-10-31
101,8921432,session_3,28207,37119,Mecklenburg,NC,North Carolina,326.02,2020-10-30,6.772489147149948,26.74,2020-10-31
102,9045386,session_4,29607,45045,Greenville,SC,South Carolina,347.54,2020-10-30,9.8006159651508,19.77,2020-10-31
103,9045635,session_4,29607,45045,Greenville,SC,South Carolina,347.54,2020-10-30,9.8006159651508,19.77,2020-10-31
104,9085575,session_2,30601,13059,Clarke,GA,Georgia,64.07,2020-10-30,10.059965525260193,24.16,2020-10-31
105,9088677,session_6,29412,45019,Charleston,SC,South Carolina,336.26,2020-10-30,9.8006159651508,19.77,2020-10-31
106,9125782,session_2,29464,45019,Charleston,SC,South Carolina,336.26,2020-10-30,9.8006159651508,19.77,2020-10-31
107,9148453,session_4,27510,37135,Orange,NC,North Carolina,29.86,2020-10-30,6.772489147149948,26.74,2020-10-31
108,9201341,session_2,30601,13059,Clarke,GA,Georgia,64.07,2020-10-30,10.059965525260193,24.16,2020-10-31
109,9204271,session_4,29407,45019,Charleston,SC,South Carolina,336.26,2020-10-30,9.8006159651508,19.77,2020-10-31
110,9204272,session_4,29407,45019,Charleston,SC,South Carolina,336.26,2020-10-30,9.8006159651508,19.77,2020-10-31
111,9431238,mountain_biking_2-_base_camp_expedition,29651,45045,Greenville,SC,South Carolina,347.54,2020-10-30,9.8006159651508,19.77,2020-10-31
112,9697427,session_4,28601,37035,Catawba,NC,North Carolina,43.86,2020-10-30,6.772489147149948,26.74,2020-10-31
113,9708103,,29407,45019,Charleston,SC,South Carolina,336.26,2020-10-30,9.8006159651508,19.77,2020-10-31
114,9709735,session_3,27612,37183,Wake,NC,North Carolina,207.74,2020-10-30,6.772489147149948,26.74,2020-10-31
115,9752264,session_3,28207,37119,Mecklenburg,NC,North Carolina,326.02,2020-10-30,6.772489147149948,26.74,2020-10-31
116,9752403,session_2,27516,37135,Orange,NC,North Carolina,29.86,2020-10-30,6.772489147149948,26.74,2020-10-31
117,9765236,session_2,29407,45019,Charleston,SC,South Carolina,336.26,2020-10-30,9.8006159651508,19.77,2020-10-31
118,9777509,session_4,27516,37135,Orange,NC,North Carolina,29.86,2020-10-30,6.772489147149948,26.74,2020-10-31
119,9777759,session_2,37350,47065,Hamilton,TN,Tennessee,183.96,2020-10-30,7.099349551293067,17.34,2020-10-31
120,9781612,session_6,27705,37063,Durham,NC,North Carolina,87.95,2020-10-30,6.772489147149948,26.74,2020-10-31
121,9788037,session_6,27705,37063,Durham,NC,North Carolina,87.95,2020-10-30,6.772489147149948,26.74,2020-10-31
122,9790290,session_6,28655,37021,Buncombe,NC,North Carolina,40.16,2020-10-30,6.772489147149948,26.74,2020-10-31
123,9791348,session_4,97707,41017,Deschutes,OR,Oregon,28.66,2020-10-30,5.211561240862279,12.61,2020-10-31
124,9794560,session_2,29464,45019,Charleston,SC,South Carolina,336.26,2020-10-30,9.8006159651508,19.77,2020-10-31
125,9795674,session_3,84060,49043,Summit,UT,Utah,45.48,2020-10-30,10.598406578525323,53.77,2020-10-31
126,9798234,session_3,29482,45019,Charleston,SC,South Carolina,336.26,2020-10-30,9.8006159651508,19.77,2020-10-31
127,9829143,session_2,30306,13121,Fulton,GA,Georgia,315.44,2020-10-30,10.059965525260193,24.16,2020-10-31
128,9855412,session_3,29405,45019,Charleston,SC,South Carolina,336.26,2020-10-30,9.8006159651508,19.77,2020-10-31
129,9856707,session_3,27614,37183,Wake,NC,North Carolina,207.74,2020-10-30,6.772489147149948,26.74,2020-10-31
130,9874616,session_2,28207,37119,Mecklenburg,NC,North Carolina,326.02,2020-10-30,6.772489147149948,26.74,2020-10-31
